Case,MayHBC,Species,Avg.Sp.Mass.g,Family,Age,Sex,Location,Disposition,Treatment.Time,Year,Season,Facility,RhbFund,Stunned.Shock,Lethargy.Weak,Concussion,Unconscious,WingFracture,Back.Spine.neck.Injury,LegFracture,Eye.Injury,Beak.Mouth.Injury,Skull.Fracture,Head.Trauma,PunctureWound,Bruising.Swelling,PelvicInjury,CoracoidFracture,Emaciated.Dehydrated,InternalBleeding,Animal.Attack.Too,Neurological,NerveDamage,Grasping.leg.impairment,BalanceIssues,UnableToFly,RespiratoryDistress,Paralysis,Infection.Sick.Parasites,Hypothermia,0.HNBN,0.WLL,0.TAB,0.UNS
95,F,MODO,133,Columbidae,Adult,Male,Waterford PA,Euthanized,27,2021,Winter,Organization,144391,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA
96,F,HOFI,21.5,Fringillidae,Adult,Female,Albrightsville PA,Released,13,2018,Summer,Organization,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
97,F,DOWO,24.5,Picidae,Adult,Male,Mountaintop PA,Died,5,2018,Summer,Organization,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
98,F,NOCA,45,Cardinalidae,Juvenile,Female,Bath PA,Released,0,2018,Fall,Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
99,F,BTBW,10,Parulidae,Adult,Male,Tamaqua PA,Died,0,2018,Fall,Organization,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
100,F,COHA,410,Accipitridae,Unknown,Male,Coaldale PA,Released,11,2018,Winter,Organization,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
101,F,NSWO,108,Strigidae,Adult,Male,Kresgeville PA,Dead on Arrival,0,2019,Winter,Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,F,BLJA,85,Corvidae,Adult,Unknown,Palmerton PA,Died,2,2019,Spring,Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
103,F,NOCA,45,Cardinalidae,Adult,Male,McAdoo PA,Died,1,2019,Spring,Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
104,F,RBGR,44,Cardinalidae,Adult,Male,Mountaintop PA,Died,0,2019,Spring,Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abdomen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA
105,F,RBGR,44,Cardinalidae,Adult,Male,Laury's Station PA,Died,3,2019,Spring,Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
106,F,AMRO,81,Turdidae,Adult,Male,Hazelton PA,Died,3,2019,Spring,Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,T,NA,NA,NA
107,F,TEWA,9,Parulidae,Unknown,Unknown,North East PA,Died,1,2019,Fall,Organization,144391,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
108,F,NAWA,10.3,Parulidae,Unknown,Unknown,Cambridge Springs PA,Released,11,2017,Fall,Organization,144391,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA
109,F,CEDW,32,Bombycillidae,Unknown,Unknown,Meadville PA,Released,6,2017,Fall,Organization,144391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,F,BRCR,7.5,Certhiidae,Unknown,Unknown,North East PA,Died,NA,2018,Spring,Organization,144391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,F,AMWO,197.5,Scolopacidae,Unknown,Unknown,Erie PA,Released,8,2018,Spring,Organization,144391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,F,YBSA,49,Picidae,Unknown,Unknown,Wattsburg PA,Released,40,2016,Summer,Organization,144391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,F,SOSP,32.5,Passerellidae,Adult,Unknown,Erie PA,Died,0,2016,Fall,Organization,144391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,F,NOCA,45,Cardinalidae,Adult,Unknown,Erie PA,Died,4,2016,Fall,Organization,144391,NA,NA,T,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,T,T,NA,NA
115,F,HOFI,21.5,Fringillidae,Adult,Unknown,North East PA,Released,28,2016,Fall,Organization,144391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,T,T,NA,NA
116,F,NOCA,45,Cardinalidae,Adult,Unknown,Erie PA,Dead on Arrival,0,2016,Fall,Organization,144391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
117,F,NOCA,45,Cardinalidae,Adult,Unknown,Erie PA,Died,2,2016,Fall,Organization,144391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,T,NA,NA,NA
118,F,DEJU,24,Passerellidae,Adult,Unknown,Erie PA,Released,43,2016,Fall,Organization,144391,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,T,T,NA,NA
119,F,NOCA,45,Cardinalidae,Adult,Unknown,Edinboro PA,Released,29,2016,Winter,Organization,144391,NA,NA,T,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,T,T,NA,NA
120,F,AMRO,81,Turdidae,Adult,Unknown,Erie PA,Released,64,2017,Spring,Organization,144391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
121,F,RBWO,73.5,Picidae,Adult,Unknown,Erie PA,Released,3,2017,Spring,Organization,144391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
122,F,SOSP,32.5,Passerellidae,Adult,Unknown,Erie PA,Released,11,2017,Summer,Organization,144391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,F,CHSP,13.5,Passerellidae,Adult,Male,Unknown PA,Released,11,2016,Spring,Organization,144391,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,T,T,T,NA
124,F,HOSP,28.5,Passeridae,Adult,Female,Unknown PA,Euthanized,0,2016,Spring,Organization,144391,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA
125,F,RBGR,44,Cardinalidae,Adult,Male,Unknown PA,Released,24,2016,Spring,Organization,144391,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA
126,F,AMGO,15.5,Fringillidae,Adult,Female,Unknown PA,Died,0,2016,Spring,Organization,144391,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
127,F,CONI,81.5,Caprimulgidae,Juvenile,Unknown,Unknown PA,Released,8,2016,Spring,Organization,144391,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,T,T,NA,NA
128,F,NOCA,45,Cardinalidae,Adult,Unknown,Unknown PA,Died,0,2016,Spring,Organization,144391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
129,F,Nuthatch sp.,15,Sittidae,Adult,Unknown,Unknown PA,Released,8,2016,Summer,Organization,144391,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,T,T,NA,NA
130,F,AMGO,15.5,Fringillidae,Unknown,Unknown,North East PA,Died,2,2016,Winter,Organization,144391,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
131,F,COGR,108,Icteridae,Juvenile,Unknown,Erie PA,Died,1,2015,Fall,Organization,144391,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,T,NA,NA,NA
132,F,COHA,410,Accipitridae,Juvenile,Unknown,Conneault Lake PA,Died,0,2015,Fall,Organization,144391,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,T,NA,NA
133,F,SOSP,32.5,Passerellidae,Adult,Unknown,Millcreek PA,Released,8,2015,Fall,Organization,144391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,F,SOSP,32.5,Passerellidae,Juvenile,Unknown,Edinboro PA,Released,28,2015,Fall,Organization,144391,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
135,F,SOSP,32.5,Passerellidae,Juvenile,Unknown,Erie PA,Released,15,2015,Fall,Organization,144391,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
136,F,NOCA,45,Cardinalidae,Juvenile,Unknown,North East PA,Died,3,2015,Fall,Organization,144391,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
137,F,DEJU,24,Passerellidae,Unknown,Unknown,Meadville PA,Died,1,2015,Fall,Organization,144391,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
138,F,NOCA,45,Cardinalidae,Unknown,Unknown,Erie PA,Released,40,2016,Winter,Organization,144391,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,T,T,NA,NA
139,F,EUST,78,Sturnidae,Unknown,Unknown,North East PA,Died,1,2016,Winter,Organization,144391,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,T,T,NA,NA
140,F,ATSP,20.5,Passerellidae,Unknown,Unknown,North East PA,Released,11,2016,Winter,Organization,144391,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,T,NA,NA
141,F,NOCA,45,Cardinalidae,Unknown,Unknown,Erie PA,Released,29,2016,Winter,Organization,144391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA
142,F,PIWO,300,Picidae,Unknown,Unknown,Sandy Lake PA,Released,8,2016,Summer,Organization,144391,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
143,F,WOTH,45,Turdidae,Unknown,Unknown,Meadville PA,Euthanized,0,2016,Summer,Organization,144391,NA,NA,T,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
144,F,AMKE,122.5,Falconidae,Adult,Male,Erie PA,Released,68,2016,Fall,Organization,144391,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA
145,F,COHA,410,Accipitridae,Adult,Unknown,Erie PA,Died,2,2016,Fall,Organization,144391,NA,NA,T,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,T,NA,NA
146,F,NOGO,997.5,Accipitridae,Juvenile,Male,Waterford PA,Released,65,2016,Winter,Organization,144391,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
147,F,EASO,182.5,Strigidae,Adult,Female,Albion PA,Released,32,2017,Winter,Organization,144391,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
148,F,COHA,410,Accipitridae,Unknown,Male,Erie PA,Released,21,2017,Winter,Organization,144391,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
149,F,COHA,410,Accipitridae,Adult,Male,Wattsburg PA,Died,0,2017,Winter,Organization,144391,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,T,NA
150,F,SOSP,32.5,Passerellidae,Adult,Unknown,Erie PA,Euthanized,0,2017,Winter,Organization,144391,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
151,F,TUTI,22,Paridae,Adult,Unknown,Meadville PA,Released,31,2017,Spring,Organization,144391,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA
152,F,CEDW,32,Bombycillidae,Adult,Unknown,Scandia PA,Released,40,2017,Spring,Organization,144391,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA
153,F,YSFL,135,Picidae,Adult,Unknown,Saegertown PA,Released,0,2017,Spring,Organization,144391,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
154,F,AMRO,81,Turdidae,Adult,Unknown,Sharpsville PA,Died,NA,2017,Spring,Organization,144391,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
155,F,CHSP,13.5,Passerellidae,Adult,Unknown,Waterford PA,Dead on Arrival,0,2017,Spring,Organization,144391,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
156,F,RBWO,73.5,Picidae,Adult,Unknown,Girard PA,Dead on Arrival,0,2017,Spring,Organization,144391,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
157,F,YSFL,135,Picidae,Adult,Unknown,Waterford PA,Died,1,2017,Summer,Organization,144391,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
158,F,RTHA,1087,Accipitridae,Juvenile,Male,Albany Township PA,Released,NA,2017,Winter,Organization,118986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,F,SSHA,152.5,Accipitridae,Juvenile,Male,Albany Township PA,Euthanized,NA,2015,Fall,Organization,118986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,F,COHA,410,Accipitridae,Juvenile,Male,Albany Township PA,Euthanized,NA,2015,Fall,Organization,118986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,F,COHA,410,Accipitridae,Adult,Male,Albany Township PA,Released,NA,2018,Spring,Organization,118986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,F,COHA,410,Accipitridae,Juvenile,Male,Unknown PA,Euthanized,0,2020,Fall,Organization,118986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,T,NA,T,NA
163,F,COHA,410,Accipitridae,Juvenile,Male,"Huntingdon County, PA",Died,4,2020,Fall,Individual,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,T,T,NA,NA
164,F,COHA,410,Accipitridae,Juvenile,Male,Lancaster PA,Released,3,2020,Fall,Individual,0,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
165,F,COHA,410,Accipitridae,Juvenile,Male,Cumberland County PA,Released,18,2020,Fall,Individual,0,NA,NA,T,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,T,NA,NA
166,F,RTHA,1087,Accipitridae,Juvenile,Male,Cumberland County PA,Released,6,2020,Fall,Individual,0,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA
167,F,AMRO,81,Turdidae,Unknown,Unknown,Irwin PA,Died,2,2014,Fall,Organization,117468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
168,F,Dove sp.,NA,Columbidae,Unknown,Unknown,Jeannette PA,Released,16,2015,Fall,Organization,117468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,T,NA,NA
169,F,PUFI,25,Fringillidae,Adult,Unknown,Jeannette PA,Released,44,2016,Winter,Organization,117468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
170,F,PIWO,300,Picidae,Adult,Unknown,Rector PA,Released,1,2016,Spring,Organization,117468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
171,F,MODO,133,Columbidae,Unknown,Unknown,North Huntingdon PA,Released,10,2016,Spring,Organization,117468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
172,F,HAWO,67.5,Picidae,Adult,Unknown,Hidden Valley Resort PA,Released,5,2016,Spring,Organization,117468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
173,F,INBU,15,Cardinalidae,Adult,Male,Ligonier PA,Died,1,2019,Winter,Organization,117468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,F,COHA,410,Accipitridae,Adult,Unknown,North Huntingdon PA,Died,0,2019,Summer,Organization,117468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,F,NOCA,45,Cardinalidae,Juvenile,Unknown,Latrobe PA,Died,1,2019,Fall,Organization,117468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,F,NOCA,45,Cardinalidae,Adult,Female,Jeannette PA,Died,0,2019,Fall,Organization,117468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,F,COHA,410,Accipitridae,Adult,Unknown,New Alexandria PA,Released,3,2020,Winter,Organization,117468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,F,DEJU,24,Passerellidae,Adult,Unknown,New Stanton PA,Euthanized,0,2020,Spring,Organization,117468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,F,YSFL,135,Picidae,Adult,Female,Greensburg PA,Died,1,2020,Spring,Organization,117468,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
180,F,CHSP,13.5,Passerellidae,Adult,Unknown,Latrobe PA,Died,2,2020,Summer,Organization,117468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,F,NOCA,45,Cardinalidae,Unknown,Female,Elzabeth PA,Euthanized,1,2020,Fall,Organization,117468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
182,F,HAWO,67.5,Picidae,Adult,Unknown,Ligonier PA,Died,1,2020,Fall,Organization,117468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,F,MERL,200,Falconidae,Adult,Unknown,Greensburg PA,Released,20,2020,Winter,Organization,117468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,F,BCCH,11.5,Paridae,Adult,Unknown,Laughlintown PA,Died,0,2020,Winter,Organization,117468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,F,RBWO,73.5,Picidae,Adult,Male,Confluence PA,Died,11,2020,Winter,Organization,117468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,F,HAWO,67.5,Picidae,Adult,Unknown,Addison PA,Died,1,2018,Fall,Organization,117468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
187,F,REVI,19,Vireonidae,Adult,Unknown,Derry PA,Released,2,2018,Fall,Organization,117468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,F,YBCU,60,Cuculidae,Adult,Unknown,Greensburg PA,Died,4,2018,Fall,Organization,117468,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
